professor,avg_gpa,total_grades
Nicholas Diakopoulos,3.5,56
Nicholas Finio,3.782758620689655,29
Nicholas Fletcher,3.3455328798185944,2205
Nicholas Hoffman,3.5654135338345863,133
Nicholas Horan,3.797916666666667,48
Nicholas Joyce,2.5293666026871406,521
Nicholas Lambert,2.4693750000000003,160
Nicholas Laskowski,3.5384615384615383,13
Nicholas Misukanis,3.4857142857142858,21
Nicholas Montgomery,2.907049965776865,1461
Nicholas Morandi,3.011111111111111,9
Nicholas Nidzieko,4.0,5
Nicholas Olcott,4.0,127
Nicholas Pagnucco,2.922881355932203,118
Nicholas Proferes,3.936842105263158,57
Nicholas Ray,3.9692307692307693,39
Nicholas Richardson,3.849999999999999,34
Nicholas Roussopoulos,2.5375,520
Nicholas Schlosser,2.951724137931034,29
Nicholas Schmerr,3.373913043478261,598
Nicholas Seybert,3.546908315565032,938
Nicholas Slaughter,2.978787878787879,99
Nicholas Tochka,3.372025723472669,622
Nicholas Vassar,4.0,33
Nicholas Wagman,3.681481481481481,216
Nicholas Zemil,3.3655737704918036,61
Nick Egelanian,3.4943661971830986,71
Nick Feamster,2.5268518518518523,108
Nick Huang,3.2399999999999998,10
Nick Joyce,2.9396462018730496,961
Nick Montgomery,3.132103321033211,271
Nick Pandza,3.8714285714285714,7
Nick Petroni,3.105769230769231,52
Nick Seybert,3.742298288508558,409
Nick Wagman,3.972950819672131,122
Nicki Kern,2.5780000000000003,150
Nickolas Zimmermann,3.3229729729729733,74
Nicol Lee,3.3161290322580643,62
Nicolas Vasquez,3.8404109589041098,146
Nicole Abera,3.8173076923076925,104
Nicole Coomber,3.7395607107601183,4052
Nicole Cousin-Gossett,3.356194690265486,226
Nicole Cuffy,3.7685393258426974,890
Nicole DeLoatch,3.325648414985591,694
Nicole Deziel,3.595180722891566,83
Nicole Finkbeiner,3.3779411764705882,68
Nicole Frisch,2.9,46
Nicole Gosnell,3.7911764705882356,34
Nicole Hirschfelder,3.7750000000000004,84
Nicole Hollywood,3.9904761904761905,105
Nicole Horvath,3.9802469135802467,81
Nicole Jackson,3.6152219873150107,473
Nicole LaRonde,3.1130492676431434,751
Nicole Long,3.7733333333333334,15
Nicole Lorenzo,3.8476190476190473,63
Nicole Mahoney,3.185,20
Nicole McClam,3.816574585635359,181
Nicole Mehta,3.7657407407407413,324
Nicole Mogul,3.817274678111588,2796
Nicole Munchel,3.4850000000000003,20
Nicole Nguyen,3.8091787439613523,414
Nicole Powlison,3.6213894736842103,2375
Nicole Roberts,3.51764705882353,17
Nicole Romeiser,3.298232558139534,1075
Nicole Roop,4.0,38
Nicolette Polek,3.3068965517241375,145
Nidak Sumrean,3.506959706959707,273
Nidhi Rawat,3.367934782608695,184
Nidhi Verma,3.546320346320346,231
Nidia Reyes,3.206341463414634,205
Nihal Celik,2.9788732394366195,142
Nii O Attoh-okine,3.894444444444444,18
Nika Jurov,3.9625,8
Nikhil Chopra,3.1286723163841805,708
Niki Vazou,2.981102362204725,127
Nikita Arun,3.9680751173708924,213
Nikita Kimani,4.0,5
Nikki Ham,3.8736842105263154,19
Niklas Elmqvist,3.817596566523606,466
Nikolaos Liaros,3.511764705882353,17
Nikolas Francis,3.893478260869565,92
Nil Satana,3.2605263157894737,38
Nile Webb,3.379601990049751,201
Niloufar Etemad Sarabi,3.546969696969697,66
Nils Tilton,2.8928571428571432,28
Nima Asadi,3.4836734693877554,49
Nima Farshchi,3.769325153374233,163
Nina Harris,3.7068273092369477,498
Nina Hsu,3.826666666666667,15
Nina Latassa,3.5692022263450833,539
Nina Liakos,0.0,20
Nina Maggio,3.8275071633237823,349
Nina Sirola,3.772592592592593,135
Ning Xie,3.349218750000001,384
Ning Zeng,3.234146341463415,287
Niranjan Ramachandran,3.4367788461538455,832
Niranjana Krishnan,3.3115151515151515,165
Niratcha Tungtisanont,3.177535101404056,641
Nirupam Roy,3.2894329896907215,388
Nishanth Sunny,3.072234273318872,461
Nitin Sanket,3.8449999999999998,120
Niwaer Ai,2.6540441176470586,544
Nizar Bechara,3.685,60
Nma Obike,3.4083538083538083,407
Nneka Ifeoma Ofulue,2.765853658536585,205
Noa Balf,3.48125,80
Noa Saunders,2.9823076923076925,130
Noah Blum,3.6206896551724137,58
Noah Collins,3.9833333333333334,18
Noah Drezner,3.7616000000000005,125
Noah Fabricant,3.1,58
Noah Gibson,3.734228187919463,149
Noah Henry-Darwish,3.391666666666667,12
Noah Jacobs,3.957534246575343,146
Noah Mastruserio,4.0,7
Noah McWilliams,3.7261904761904763,42
Noah Owens,3.975,12
Noah Ryder,3.417034700315457,317
Noel Kuriakos,3.8288248337028827,451
Noelia Mantilla,3.6714285714285717,21
Nof Abu Zainab,3.7348837209302324,43
Nohely Alvarez,3.8421052631578947,19
Nolan Pope,3.5066985645933015,209
Nora Heist,3.7771929824561408,57
Nora Murphy,3.290714285714286,280
Norbert Hornstein,3.452857142857143,70
Norbert Linke,3.607594936708861,79
Norma Allewell,2.8011713030746708,683
Norma Andrews,3.5933333333333337,435
Norman Eisenberg,3.7814516129032256,124
Norman Epstein,3.640589569160998,441
Norman Gonzalez,3.3087155963302752,218
Norman Mora Quintero,2.526744186046512,86
Norman Wereley,3.713846153846154,2015
Norrell Edwards,3.2996047430830036,253
Nuno Limao,2.814229249011858,253
Nuno Martins,3.154861111111111,432
Nur Karatas,3.579166666666667,24
Oded Rabin,3.2581818181818183,550
Odis Johnson,3.1234375,128
Ofelia Montelongo Valencia,3.553915662650602,332
Oghenetega Oghenechovwen,3.6874999999999996,16
Oguz Gencay,3.8177966101694913,118
Okachi Kpalukwu,3.5,55
Oleksiy Ulitin,3.8882352941176466,17
Olesya Grishchenko,3.424074074074074,54
Olga Fetisova-Canas,2.872340425531915,94
Olga Haldey,3.4352220520673815,653
Olga Morozova,3.416091954022989,87
Olga Rozman,3.8142857142857145,14
Olga Stakhovskaya,3.9125,8
Olga Walker,3.5946543778801847,1085
Olive Reid,3.8354430379746836,79
Oliver Brearey,3.3333333333333335,153
Oliver Gaycken,3.396423017107309,1286
Oliver Hao,3.434188034188034,117
Oliver Kim,3.1462591240875915,1096
Oliver Rourke,3.088461538461538,52
Oliver Schlake,3.5680846605196987,4772
Olivia Carter-Pokras,3.629368932038835,412
Olivia Kachingwe,3.663414634146341,123
Olivia Mays,3.9551724137931035,29
Olivia Murphy,3.891044776119403,67
Olivia Rosenburg,3.7923076923076917,78
Olivia Saracho,3.9626062322946174,706
Olivia Truban,3.767156862745098,204
Olivier Bauchau,3.16331096196868,447
Ollie Jefferson,3.5859813084112147,107
Oludolapo Demuren,3.8494949494949497,99
Olufunlola Koiki,3.779545454545454,220
Olumide Akinsade,3.3222222222222224,18
Olusesan Iwarere,3.3307692307692305,13
Olya Rachtchinine,3.5258064516129037,31
Omar Agha,3.409090909090909,11
Omar Eaton,3.5627906976744184,43
Omar Elwakil,3.6721311475409837,122
Omar Hakeem,3.5718750000000004,32
Omar Robles,3.5217391304347827,23
Omar Samad,3.605555555555556,18
Omer Preminger,3.3459183673469393,98
Omi Hodwitz,3.059154929577465,71
Omkar Joshi,3.204166666666667,24
Ondrej Juhasz,3.8000000000000003,16
Onur Tosun,3.6222222222222222,27
Onyemaechi Nweke,3.8761904761904766,21
Orly Buchbinder,3.816666666666667,30
Orrin Wang,3.093001841620626,543
Oscar Barbarin,2.7904109589041095,73
Oscar Greenberg,3.77109375,128
Oscar Mitnik,3.46875,16
Oscar Santos Sopena,3.43265306122449,49
Osnat Herzberg,3.6417910447761193,67
Osvaldo Gutierrez,3.2936018957345974,422
Otis Gaddis,3.5944444444444446,18
Otis Ramsey-Zoe,3.96,25
Ottawa Sanders,3.2653333333333334,75
Owen Parkins,3.7777777777777777,18
Oya Altinkilic,3.4944444444444445,324
Ozlem Tonguc,3.1032258064516127,62
P Kshetry,3.663874345549738,764
PJ Rey,3.3512605042016803,119
Pablo D'Erasmo,2.6896103896103893,77
Pablo Ottonello,4.0,4
Pablo Paredes,3.91,10
Pablo Slutzky,3.580701754385965,741
Padric Mylod,3.702597402597403,154
Paige Hathaway,3.320930232558139,43
Paige Smith,3.9115805946791857,639
Pallassana Kannan,3.6137692307692313,1300
Pallavi Guha,2.906896551724138,87
Pallavi Tyagi,3.782456140350877,57
Pam Splaine,3.8661016949152542,59
Pamela Abshire,3.5263591433278427,607
Pamela Armstrong,3.801212471131639,1732
Pamela Callahan,3.8455696202531646,79
Pamela Clark,3.39672131147541,61
Pamela Duffy,3.690712545676005,3284
Pamela Gerhardt,3.6657069737683945,1563
Pamela Grant,3.1049999999999995,680
Pamela Jakiela,3.1417647058823532,340
Pamela Lebeaux,3.9181818181818184,11
Pamela Orel,3.7423632935260844,1591
Pamela Scott,3.7209459459459464,148
Pamela Segal,3.812844036697248,109
Pamela Shetley,3.9956521739130433,69
Pamela Wruble,3.8649999999999998,20
Panagiotis Dimitrakopoulos,3.3750877192982456,855
Paola Hernandez,3.7399999999999998,5
Paolo Santorio,3.022459893048128,374
Parisa Meisami,3.453030303030303,66
Parker Kleb,3.6411764705882357,17
Partha Lahiri,3.511602209944752,181
Partha Sengupta,3.2674698795180723,83
Parthasarathi Lahiri,3.5888888888888886,9
Patrice Kehoe,3.575657894736842,304
Patricia Akinbola,3.2325,120
Patricia Alexander,3.6644970414201183,1521
Patricia Barros,3.7563432835820896,268
Patricia Barros Gomes,3.8461538461538463,13
Patricia Bory,3.807820299500832,601
Patricia Campbell,3.9060606060606062,33
Patricia Cleveland,3.6223255813953488,860
Patricia Collins,3.5580645161290323,124
Patricia Fanflik,3.108585858585859,396
Patricia Garcia,3.8,8
Patricia Glibert,3.516666666666667,6
Patricia Greenspan,3.1505865102639294,682
Patricia Jamison,4.0,17
Patricia Kewer,3.5701492537313433,134
Patricia Oliva Pavon,2.817391304347826,92
Patricia Ortega-Miranda,2.786363636363636,22
Patricia Richardson,3.864705882352941,34
Patricia Shields,3.042646254784035,3658
Patricia Smith,3.8260869565217392,23
Patricia Spangler,,0
Patricia Stocker,3.975,12
Patricia Ulf,3.8253424657534256,146
Patricia Vergara,3.4400000000000004,20
Patrick Benson,3.7600000000000002,10
Patrick Boyle,2.7714285714285714,14
Patrick Bray,3.7520000000000007,25
Patrick Brosnan,2.7653323262839877,1324
Patrick Cashin,3.7624999999999997,24
Patrick Caton,3.525268817204301,186
Patrick Chung,3.3471512770137526,509
Patrick Craig,3.514006024096385,664
Patrick Crowley,3.784057971014493,138
Patrick Daniels,2.1848484848484846,33
Patrick Diamond,3.9000000000000004,9
Patrick Fitzpatrick,3.030025773195876,776
Patrick Kangas,3.2965811965811964,468
Patrick Kanold,3.227683615819209,531
Patrick Killion,3.9139130434782614,230
Patrick McAvoy,3.0735181644359466,2092
Patrick McCluskey,3.278725314183124,1114
Patrick McGowan,3.4000000000000004,26
Patrick McGurrin,3.980555555555556,72
Patrick McNamee,3.716643356643356,715
Patrick Meyers,2.551612903225806,31
Patrick Nelson,3.689686098654709,446
Patrick O'Brien,3.84,50
Patrick O'Shea,3.388387096774194,155
Patrick Richard,3.7214285714285715,14
Patrick Rivera,3.4117647058823533,17
Patrick Stack,3.658988764044944,178
Patrick Thornton,3.572857142857143,70
Patrick Warfield,3.45977358490566,1325
Patrick Wohlfarth,2.9447194719471947,1818
Patrik Widrig,3.830947368421053,475
Patrina Clark,3.7022857142857135,175
Patty Perillo,4.0,19
Paul Albertus,3.0924050632911393,158
Paul Anderson,3.1659163987138266,311
Paul Bailey,3.3857142857142857,35
Paul Bellis,3.981506849315068,146
Paul Bottino,3.9095238095238094,84
Paul Brown,3.6411764705882357,34
Paul Cote,3.5923692307692305,1625
Paul Covey,3.819191919191919,198
Paul Dean,2.60625,80
Paul Deziel,3.5,8
Paul Gessler,3.5772727272727276,22
Paul Gibson,3.228571428571428,56
Paul Goeringer,3.620779220779221,154
Paul Gold,3.9703703703703703,432
Paul Hanges,3.635074626865671,402
Paul Haynos,3.180993520518359,463
Paul Herrnson,3.7470588235294118,17
Paul Hutchison,3.5250000000000004,24
Paul Huth,3.7566666666666664,120
Paul Jackson,3.9055555555555554,72
Paul Jacobs,3.7779141104294482,163
Paul Jaeger,3.9431775700934577,535
Paul Jaffe,3.6973684210526314,38
Paul Jung,3.68,25
Paul Kelly,4.0,27
Paul Kline,3.1406451612903226,620
Paul Koprowski,2.5539473684210527,228
Paul Landau,3.1928315412186374,837
Paul Leisnham,3.5951388888888887,432
Paul Levy,3.717391304347826,46
Paul Livelli,3.6,22
Paul Manuel,3.7733333333333334,75
Paul Maykish,3.1789473684210527,19
Paul Mortensen,3.211864406779661,59
Paul Paukstelis,2.988798701298701,1848
Paul Pietroski,2.933333333333333,237
Paul Robinson,3.444,25
Paul Rodrigues,3.6311111111111107,45
Paul Romani,3.6298969072164953,194
Paul Saiedi,3.6269230769230765,78
Paul Scham,3.3238227146814405,722
Paul Schonfeld,3.39390402075227,771
Paul Shackel,3.426277372262774,137
Paul Shapiro,3.573159458567184,3029
Paul Silverman,3.539855072463768,276
Paul Smith,3.4904347826086957,230
Paul Soto,3.7665562913907293,302
Paul Torrens,3.3719101123595503,534
Paul Turner,3.681226053639847,261
Paul Watrobski,3.516666666666667,6
Paul Wester,3.9342105263157894,76
Paul Zimmerman,3.373529411764706,34
Paula Beckman,3.898591549295775,284
Paula Hentz,3.7399999999999998,5
Paula Karamihas,,0
Paula Maccini,3.91875,32
Paula Nadler,3.457727272727272,1100
Paula Nasta,3.7883838383838384,198
Paula Schauer,3.68974358974359,39
Paula Shrewsbury,3.4518248175182484,137
Paulina Lyskawa,3.597297297297297,37
Paulina Perez Mejias,3.88,5
Paulo Bedaque,3.2014435695538057,762
Paulo Prochno,3.6221818181818186,4950
Payman Vafaee,3.6,95
Payne Hiraldo,3.3333333333333335,12
Pedram Fard,3.628205128205128,195
Pedram Sadeghian,2.7227841315225163,5596
Pedro Bueno,2.681182795698925,1116
Pedro Camargo De Alb Sanchez,3.178260869565217,23
Peggy Wilson,3.849070631970261,269
Pei-Hsiu Yeh,3.3979166666666667,48
Pei-Jie Chen,3.8196078431372547,51
Peng Huang,3.556974459724951,1018
Peng Wang,3.524626865671642,268
Penny Fuchs,3.139130434782609,23
Pepper Phillips,3.763636363636364,11
Periloux Peay,3.6282051282051273,39
Perinkulam Krishnaprasad,3.4382812499999997,256
Perla Blejer,3.8209302325581396,215
Perla Guerrero,3.3030927835051545,873
Perrin Lathrop,2.545454545454545,11
Perry Sandler,3.266666666666667,132
Perry Threlfall,2.885714285714286,546
Peter Afflerbach,3.9495391705069127,434
Peter Andrews,4.0,6
Peter Baggetta,3.3723127035830616,307
Peter Beicken,3.580281690140845,355
Peter Bernard,3.2976293103448273,464
Peter Carruthers,3.3283836416747814,2054
Peter Chang,2.6648564294631707,1602
Peter Chung,3.040681818181819,880
Peter Coughlin,2.9285575992255564,3099
Peter Cramton,2.910165975103734,482
Peter Cullen,3.7395833333333335,480
Peter DeCrescenzo,3.775,28
Peter Dillery,2.9180602006688967,299
Peter Dixon,3.7200000000000006,70
Peter Druschel,,0
Peter Fitzgibbons,3.8658536585365852,41
Peter Ford,3.403529411764706,85
Peter Germanis,3.5580645161290323,62
Peter Glanville,3.411742424242424,264
Peter Goldsmith,2.8750000000000004,32
Peter Grybauskas,3.37138830162086,1419
Peter Hobart,3.2700000000000005,20
Peter Hoefer,3.128205128205128,39
Peter Keleher,2.864768921634293,1493
Peter Kofinas,3.5528875379939207,658
Peter Kropp,2.61764705882353,119
Peter Leibold,3.711111111111111,18
Peter Leone,3.6354556803995006,801
Peter Levine,3.7,20
Peter Libero,2.518965517241379,58
Peter Losin,3.7789473684210524,19
Peter Mallios,3.4991228070175437,1026
Peter May,3.477070063694267,471
Peter McPhun,3.585245901639344,305
Peter Miller,3.925,8
Peter Moon,3.9,16
Peter Morici,3.41875,800
Peter Muntean,3.627272727272727,22
Peter Murrell,2.899517574086837,1451
Peter Nandori,2.85047619047619,630
Peter Nemes,3.1832191780821915,292
Peter Noonan,3.5008230452674893,243
Peter Osorio,3.178125,64
Peter Pattengill,3.772727272727273,33
Peter Rankel,3.7225225225225222,111
Peter Reuter,3.6792982456140355,285
Peter Rivenberg,3.331578947368421,19
Peter Rouleau,3.4925000000000006,40
Peter Sandborn,3.079936808846762,1266
Peter Shapiro,3.97,10
Peter Shawhan,2.9202543142597643,1101
Peter Steiner,3.8987804878048786,164
Peter Sunderland,3.4158510638297868,940
Peter Teuben,3.6,10
Peter Weinberger,3.984,75
Peter Weiss,3.558254716981132,424
Peter Wien,3.1966824644549763,422
Peter Witte,3.620323325635104,866
Peter Ziniel,3.0453333333333332,75
Petr Potapov,3.2905349794238683,243
Petr Svec,3.8550000000000004,20
Petra Galuscakova,3.563636363636364,66
Petra Hurtado,3.475,12
Petra Volkhausen,3.0486842105263157,76
Peyton Ferrier,2.755555555555556,27
Philip Brenner,3.6933333333333334,15
Philip Bryan,3.5,10
Philip Burke,3.845108695652174,184
Philip Candela,3.298148148148148,108
Philip Cohen,3.354421052631579,950
Philip DeShong,2.5208456243854473,1017
Philip Evers,3.4496598639455778,1617
Philip Hale,3.9869565217391307,23
Philip Johnson,3.56969696969697,561
Philip Joyce,3.5573839662447257,948
Philip Mackowiak,3.8693548387096772,62
Philip Nash,3.940944881889764,254
Philip Piccoli,3.1402298850574706,87
Philip Piety,3.3144874155923882,1629
Philip Resnik,3.6198312236286925,237
Philip Soergel,3.537984496124031,129
Philip Wertheimer,2.7351851851851854,108
Phillip Cho,3.6384615384615384,52
Phillip Moses,3.4885691446842526,1251
Phillip Schewe,3.7722222222222226,18
Phillip Sprangle,3.389003436426117,291
Phillip Stratton,3.6871794871794874,39
Phillip Swagel,3.4735449735449735,567
Phillip Thompkins,3.6594936708860764,79
Phoebe Gaston,3.5285714285714285,7
Phoebe Hamilton,2.8625,16
Phuong Hoang,3.3171232876712335,146
Pierre De Leo,3.165333333333333,150
Pierre-Emmanuel Jabin,3.47381974248927,233
Ping Mclemore,3.5725352112676063,142
Ping Wang,3.632007233273056,553
Ping-Kuei Chen,3.38,40
Ping-Tong Ho,2.8323076923076926,65
Pino Martin,3.1879310344827587,406
Piotr H Kosicki,3.3266435986159166,578
Piotr Swistak,2.8774498229043686,847
Piya Pal,3.5587719298245615,114
Pnina Peri,3.685365853658537,328
Po-Hsien Chu,3.4918918918918918,37
Po-Yen Chen,3.396370967741935,248
Polina Pleshak,3.0928571428571425,28
Politimi Karamihas,,0
Polly Sebastian Schurer,3.902803738317757,107
Polyvia Parara,3.585,480
Porter Olsen,3.5834437086092716,604
Portia Buchongo,3.640909090909091,44
Portia Strahan,3.192857142857143,28
Powell Draper,3.3128260869565214,460
Prabahkar Tamboli,3.5885057471264368,174
Prabal Adhikari,3.591891891891892,37
Prakash Loungani,3.5818181818181816,11
Prakash Narayan,3.0876068376068373,468
Pramod Govindan,3.4678362573099415,171
Pratap Tokekar,3.6493023255813957,430
Pratima Hebbar,2.1555555555555554,54
Pratima Kshetry,3.8819672131147542,61
Pratyush Tiwary,3.427884615384615,416
Prem Saggar,3.963398692810457,153
Preston Tobery,4.0,21
Priscila Alves,3.431578947368421,19
Priscila Chaverri,3.077083333333334,96
Priscilla Novak,3.8733870967741932,372
Priya Bansal,3.388888888888889,27
Priyanka Ranade,3.972941176470588,85
Progyan Basu,2.7629902951880307,9892
Protiti Dastidar,3.43064182194617,2415
Psyche Williams-Forson,3.7242105263157894,95
Purdom Lindblad,3.988888888888889,27
Qiang Li,3.355172413793104,58
Qiaoling Wei,3.014035087719298,57
Qihui Chen,3.2499999999999996,62
Qin Wang,3.665241057542769,1286
Qing Zhao,3.4542553191489365,94
Qingbin Cui,3.2009920634920634,1512
Qinqing Zhang,3.4000000000000004,34
Quan Bui,1.3545454545454545,11
Quddus Snyder,3.6369426751592355,157
Quentin Gaudry,3.2451901565995525,447
Quincy Mills,3.271186440677966,118
Quinn Dizon,3.4281249999999996,32
Quinn Harr,3.094964028776978,139
Quinn McCracken,3.407947019867549,151
Quira Zeidan,3.9196652719665277,239
Quirino Balzano,3.375,8
Quynh Nguyen,3.860204081632653,98
R Apter,3.567822580645162,2480
R Kelly,2.570138888888889,288
R. Fosler,3.6999999999999997,12
Rabia Brown,3.7690909090909095,55
Rabiah Muhammad,3.483636363636363,110
Rabiatu Barrie,3.5226190476190475,84
Rabindra Mohapatra,2.8516055045871562,2180
Rachael Bradley,3.891666666666667,24
Rachael Bradley-Montgomery,3.6782278481012654,395
Rachael Caruso,3.105714285714286,35
Rachael Marr,,0
Racheal Slattery,3.760273972602739,73
Rachel Berndtson,3.616864111498257,1435
Rachel Box,3.2378048780487814,82
Rachel Carstens,3.0862745098039217,153
Rachel Caspar,3.6882352941176473,17
Rachel Chang,3.7186440677966104,59
Rachel Cote,3.0611111111111113,18
Rachel Cotton,3.835555555555556,270
Rachel Crane,3.738888888888889,72
Rachel DiDonna,3.9157894736842107,19
Rachel Dudley,3.3166666666666664,6
Rachel Ellis,3.6553145336225596,461
Rachel Elrom,2.624719101123595,89
Rachel Feingold,3.53125,160
Rachel Gammons,3.8240384615384615,104
Rachel Ghosh,3.461066666666667,375
Rachel Goldstein,3.8714285714285714,91
Rachel Haber,3.5913419913419915,231
Rachel Henderson,3.8510204081632655,98
Rachel Hess,3.6315789473684212,19
Rachel Jablon,3.097826086956522,46
Rachel Jawin,3.2028571428571433,35
Rachel Korr,,0
Rachel Lamb,3.1899224806201554,129
Rachel Loock,3.5982758620689657,58
Rachel Manekin,3.410045662100456,438
Rachel Manthe,3.6333333333333337,9
Rachel Margulies,3.5631578947368423,19
Rachel Marks,3.3454545454545457,66
Rachel Mullervy,3.239130434782609,115
Rachel Penman,2.8874458874458875,231
Rachel Pinker,3.398149951314508,1027
Rachel Raphael,3.2833333333333337,12
Rachel Romeo,3.7912,125
Rachel Rudinger,3.4806569343065696,274
Rachel Schine,3.4977011494252874,174
Rachel Scully,3.8093137254901968,204
Rachel Singpurwalla,3.206734693877551,980
Rachel Stroup,3.2,19
Rachel Thompson,3.921875,32
Rachel Vandaalen,3.5835371589840075,1063
Rachel Venaglia,2.9416666666666664,48
Rachel Walker,2.7028571428571433,35
Rachel Waugh,3.678826237054085,869
Rachel Yang,3.841721854304635,151
Rachelle Beasley,3.7599999999999993,10
Rachelle Sampson,3.294276629570747,1258
Rachit Kamdar,3.606666666666667,90
Rada Dagher,3.6918367346938776,49
Radford Skudrna,3.3390013495276656,1482
Radu Balan,3.061722488038278,418
Radu Lazar,2.812685841322773,7197
Rafael Barreto de Andrade,3.957142857142857,21
Rafael Corredoira,3.3228668941979524,293
Rafael Dix Carneiro,2.7716981132075467,106
Rafael Lopez-Monti,3.605555555555556,18
Rafael Lorente,3.3268292682926823,41
Rafael Olarte Valdivieso,3.3693548387096777,62
Raffaele Perrotta,2.6161616161616164,99
Raffaele Viglianti,3.5090909090909093,11
Raffi Balian,3.4782608695652173,23
Rafique Anderson,3.789130434782609,46
Raghu Murtugudde,3.0104294478527605,163
Raghu Raghavan,3.462080536912752,298
Raghuveer Rao,2.6905172413793106,116
Rahel Worku,3.0815789473684214,38
Rahma Haji,3.8114551083591337,323
Raimonda Nuredini,3.626666666666667,45
Raino Isto,3.5632911392405062,79
Raj Barr-Kumar,3.561904761904762,63
Rajan Parikh,3.9188888888888886,90
Rajanique Modeste,3.964814814814815,54
Rajarshi Roy,3.1738970588235293,544
Rajat Srivastava,3.5149999999999997,40
Rajeev Barua,3.3614250614250607,814
Rajeev Bhattacharya,3.4499999999999997,98
Rajshree Agarwal,3.8518518518518516,108
Rajshree Tronetti,3.8892857142857147,56
Rakesh Resalayyan,3.827272727272727,132
Rakia Khalid,2.8945454545454545,110
Raleigh Hood,3.6258426966292134,89
Raleigh Joyner,3.1534246575342464,73
Raley Roberts,2.3306451612903225,62
Ralph Bauer,2.9701219512195123,328
Ralph Bennett,3.2521878335112056,1874
Ralph Dubayah,3.20858310626703,734
Ralph Getzandanner,3.8840579710144927,69
Ralph Gibbs,3.8835443037974686,79
Raluca Rosca,2.4833241908941304,5469
Ram Viswanathan,3.8791666666666664,48
Ramakrishna Sharan Mamidipudi,3.4379345603271987,978
Ramalingam Chellappa,3.7410256410256406,897
Raman Sundrum,3.2659898477157365,197
Ramani Duraiswami,3.1663235294117644,680
Rami Kishek,3.814285714285714,7
Ramiro Caces Barbosa,2.9846153846153847,39
Ramon Braza,2.9507352941176466,136
Ramon Escobar,3.430434782608696,23
Ramon Lopez,3.167692307692308,65
Ramsey Jabaji,3.8420765027322408,366
Ran Cui,2.311111111111111,45
Ran Ji,2.5938547486033516,179
Ran Ma,3.6478494623655915,186
Rance Cleaveland,3.021476510067114,149
Randall Fowler,3.604385964912281,342
Randall Kania,3.890625,64
Randall McDermott,3.1666666666666665,27
Randall Phyall,3.7913043478260873,69
Randi Albertsen,3.5818181818181816,22
Randolph Sibold,3.5517857142857143,56
Randy Chugh,3.3058823529411767,17
Randy Ontiveros,3.7370473537604463,1436
Ranga Atapattu,3.7431818181818177,44
Raphael Mazzone,3.642662116040957,1172
Raphael Nishimura,3.388659793814433,97
Raquelle Contreras,3.6714285714285713,14
Rashanta Bledman,3.5895833333333336,48
Rashawn Ray,3.123504867872045,1438
Rashi Jain,3.9045454545454548,22
Rashin Kheiriyeh,3.8784810126582276,79
Ratna Kolli,3.145390070921986,141
Ratnesh Tiwari,3.7125,160
Raul Cruz-Cano,3.6235997482693514,1589
Raveesh Mayya,3.5657894736842106,76
Ravenna Komar,3.31937984496124,129
Ravi Pandey,3.9823529411764707,34
Rawn Boulden,3.9565217391304346,46
Ray Barker,3.8988372093023256,86
Ray Sedwick,3.2696458684654304,593
Raye Leith,3.6013333333333337,75
Raymond Adomaitis,3.4946524064171123,748
Raymond Barber,3.5274509803921568,102
Raymond Fermo,2.745121951219512,164
Raymond Guiteras,3.0882629107981217,213
Raymond H Tu,3.7967370441458734,521
Raymond McCaffrey,3.117557251908397,131
Raymond Miller,3.85625,16
Raymond Morgan,4.0,17
Raymond Nardella,4.0,60
Raymond Paquette,3.8085714285714287,35
Raymond Paternoster,3.3006896551724134,580
Raymond Phaneuf,3.5289772727272726,880
Raymond Ranker,3.7844444444444445,45
Raymond Schram,3.2069364161849707,519
Raymond Sedwick,3.1276061776061774,1036
Raymond Smith,0.0,42
Raymond StLeger,3.137319884726225,1388
Raymond Weil,2.9271186440677965,1770
Raymond Williams,3.739622641509434,53
Razvan Vlaicu,3.1153846153846154,234
Rebeca Moreno-Orama,3.5309523809523804,42
Rebecca Alt,3.2915167095115683,389
Rebecca Baron,3.8388888888888886,36
Rebecca Basch,3.465714285714286,35
Rebecca Bellinger,3.8866666666666663,15
Rebecca Bieber,3.408510638297872,47
Rebecca Bitzer,3.972,25
Rebecca Black,2.851587301587302,126
Rebecca Butcher,3.725,24
Rebecca Caro,4.0,17
Rebecca Colangelo,3.957142857142857,7
Rebecca Delapp,3.205263157894737,19
Rebecca Epanchin-Niell,3.4424242424242424,66
Rebecca Follman,3.329787234042554,47
Rebecca Foss,4.0,31
Rebecca Gourevitch,3.74,25
Rebecca Hamilton,3.567293233082707,266
Rebecca Hann,3.369120399251404,1603
Rebecca Henry,3.810344827586207,58
Rebecca Hessong Grove,3.6999999999999997,41
Rebecca Hill,3.9245454545454543,110
Rebecca Holden,3.3331753554502366,1055
Rebecca Janney,3.7666666666666666,33
Rebecca Kenemuth,3.9368421052631577,19
Rebecca Liu,3.5,10
Rebecca Lower,3.785,20
Rebecca March,3.9465116279069763,43
Rebecca Martin,3.3690170940170936,468
Rebecca Morse,3.5292768959435628,567
Rebecca Nachman,3.7777777777777777,9
Rebecca O'Connor,3.8305555555555557,36
Rebecca Pereira,3.9,6
Rebecca Ratner,3.686507936507936,756
Rebecca Richardson,2.888495575221239,339
